"","ID","Nom","Url","Prénom","Âge","Taille","Poids","Nationalité","Poste",""
"","2720","CLARK","/joueurs/calum-clark-2720.html","Calum","30","193","111","Angleterre","3ème ligne","[X]"
"","2721","COLLINS","/joueurs/tom-collins-2721.html","Tom","25","182","85","Angleterre","Ailier","[X]"
"","2724","DAY","/joueurs/alex-day-2724.html","Alex","26","184","88","Angleterre","Mêlée","[X]"
"","2728","DOLAN","/joueurs/cam-dolan-2728.html","Cam","30","197","110","Etats-Unis","3ème ligne","[X]"
"","2729","ELLIOTT","/joueurs/jamie-elliott-2729.html","Jamie","27","177","85","Angleterre","Ailier","[X]"
"","2731","FODEN","/joueurs/ben-foden-2731.html","Ben","34","183","93","Angleterre","Arrière","[X]"
"","2732","FOTUALI'I","/joueurs/kahn-fotuali-i-2732.html","Kahn","37","183","96","Samoa","Mêlée","[X]"
"","2733","HARRISON","/joueurs/teimana-harrison-2733.html","Teimana","27","189","100","Nouvelle-Zélande","3ème ligne","[X]"
"","2734","HAYWOOD","/joueurs/mikey-haywood-2734.html","Mikey","28","174","98","Angleterre","Talonneur","[X]"
"","2736","HOOLEY","/joueurs/will-hooley-2736.html","Will","26","185","86","Angleterre","Ouverture","[X]"
"","2739","MCMILLAN","/joueurs/ross-mcmillan-2739.html","Ross","32","185","105","Angleterre","Talonneur","[X]"
"","2741","MYLER","/joueurs/steve-myler-2741.html","Stephen","35","180","93","Angleterre","Ouverture","[X]"
"","2745","STEPHENSON","/joueurs/tom--stephenson-2745.html","Tom","25","184","92","Angleterre","Centre","[X]"
"","2747","WALLER","/joueurs/ethan-waller-2747.html","Ethan","27","182","110","Angleterre","Pilier","[X]"
"","2748","WALLER","/joueurs/alex-waller-2748.html","Alex","30","180","110","Angleterre","Pilier","[X]"
"","2749","WILLIAMS","/joueurs/matt-williams-2749.html","Matt","28","183","101","Afrique du sud","Talonneur","[X]"
"","2751","ALO","/joueurs/biyi-alo-2751.html","Biyi","26","188","145","Angleterre","Pilier","[X]"
"","2752","DU PLESSIS","/joueurs/petrus-du-plessis-2752.html","Petrus","38","183","115","Afrique du sud","Pilier","[X]"
"","2753","FIGALLO","/joueurs/juan-figallo-2753.html","Juan","32","187","112","Argentine","Pilier","[X]"
"","2756","ITOJE","/joueurs/maro-itoje-2756.html","Maro","25","196","115","Angleterre","2ème ligne","[X]"
"","2759","SPENCER","/joueurs/ben-spencer-2759.html","Ben","27","180","89","Angleterre","Mêlée","[X]"
"","2763","ARDRON","/joueurs/tyler-ardron-2763.html","Tyler","28","197","112","Canada","3ème ligne","[X]"
"","2764","BAKER","/joueurs/dan-baker-2764.html","Dan","27","188","114","Pays-de-Galles","3ème ligne","[X]"
"","2765","BALDWIN","/joueurs/scott-baldwin-2765.html","Scott","31","190","114","Pays-de-Galles","Talonneur","[X]"
"","2766","BECK","/joueurs/ashley-beck-2766.html","Ashley","29","191","103","Pays-de-Galles","Centre","[X]"
"","2768","DAVIES","/joueurs/sam-davies--2768.html","Sam","26","180","87","Pays-de-Galles","Ouverture","[X]"
"","2769","DIRKSEN","/joueurs/hanno-dirksen-2769.html","Hanno","29","181","94","Afrique du sud","Ailier","[X]"
"","2771","EVANS","/joueurs/daniel-evans-2771.html","Daniel","31","183","87","Pays-de-Galles","Arrière","[X]"
"","2774","HASSLER","/joueurs/jeff-hassler-2774.html","Jeff","28","178","92","Canada","Ailier","[X]"
"","2776","KING","/joueurs/james-king-2776.html","James","29","193","107","Pays-de-Galles","3ème ligne","[X]"
"","2777","LEWIS","/joueurs/sam-lewis-2777.html","Sam","29","180","97","Pays-de-Galles","3ème ligne","[X]"
"","2778","MATAVESI","/joueurs/josh-matavesi-2778.html","Josh","29","188","112","Angleterre","Centre","[X]"
"","2780","OTTEN","/joueurs/scott-otten-2780.html","Scott","25","182","103","Pays-de-Galles","Talonneur","[X]"
"","2781","PARRY","/joueurs/sam-parry-2781.html","Sam","28","186","108","Pays-de-Galles","Talonneur","[X]"
"","2782","ASHLEY","/joueurs/lloyd-peers-2782.html","Lloyd","29","195","114","Pays-de-Galles","2ème ligne","[X]"
"","2784","SMITH","/joueurs/nicky-smith-2784.html","Nicky","25","183","113","Pays-de-Galles","Pilier","[X]"
"","2789","THOMAS","/joueurs/nicky-thomas-2789.html","Nicky","25","191","119","Pays-de-Galles","Pilier","[X]"
"","2791","ARHIP","/joueurs/dmitri-arhip-2791.html","Dmitri","31","182","120","Moldavie","Pilier","[X]"
"","2792","ADDISON","/joueurs/will-addison-2792.html","Will","27","178","95","Angleterre","Centre","[X]"
"","2793","ARSCOTT","/joueurs/tom-arscott-2793.html","Tom","32","183","90","Angleterre","Ailier","[X]"
"","2794","BEAUMONT","/joueurs/josh-beaumont-2794.html","Josh","28","201","109","Angleterre","2ème ligne","[X]"
"","2797","CIPRIANI","/joueurs/danny-cipriani-2797.html","Danny","32","185","92","Angleterre","Ouverture","[X]"
"","2798","CLIFF","/joueurs/will-cliff-2798.html","Will","31","178","83","Angleterre","Mêlée","[X]"
"","2799","COBILAS","/joueurs/vadim-cobilas-2799.html","Vadim","36","180","118","Moldavie","Pilier","[X]"
"","2805","FORSYTH","/joueurs/andy-forsyth-2805.html","Andy","29","188","87","Angleterre","Centre","[X]"
"","2807","HALEY","/joueurs/mike-haley-2807.html","Mike","25","188","89","Angleterre","Arrière","[X]"
"","2808","HARRISON","/joueurs/ross-harrison-2808.html","Ross","27","185","111","Angleterre","Pilier","[X]"
"","2812","JONES","/joueurs/marc-jones-2812.html","Marc","33","185","105","Pays-de-Galles","Talonneur","[X]"
"","2816","MAMUKASHVILI","/joueurs/shalva-mamukashvili-2816.html","Shalva","29","180","105","Géorgie","Talonneur","[X]"
"","2818","NEILD","/joueurs/cameron-neild-2818.html","Cameron","25","188","108","Angleterre","Talonneur","[X]"
"","2819","OSTRIKOV","/joueurs/andrei-ostrikov-2819.html","Andrei","32","203","119","Russie","2ème ligne","[X]"
"","2822","TAYLOR","/joueurs/tommy-taylor-2822.html","Tommy","28","180","100","Angleterre","Talonneur","[X]"
"","2826","ABRAHAM","/joueurs/antoine-abraham-2826.html","Antoine","24","184","113","France","Pilier","[X]"
"","2827","VAN DER WALT","/joueurs/philip-van-der-walt-2827.html","Philip","30","194","110","Afrique du sud","3ème ligne","[X]"
"","2828","LE BOURHIS","/joueurs/yohan-le-bourhis-2828.html","Yohan","26","185","82","France","Ouverture","[X]"
"","2830","LE GAL","/joueurs/loic-le-gal-2830.html","Loic","27","190","95","France","Arrière","[X]"
"","2832","BARCLAY","/joueurs/john-barclay-2832.html","John","33","190","102","Ecosse","3ème ligne","[X]"
"","2835","DAVIES","/joueurs/aled-davies-2835.html","Aled","27","176","86","Pays-de-Galles","Mêlée","[X]"
"","2836","DAVIES","/joueurs/gareth-davies-2836.html","Gareth","29","178","88","Pays-de-Galles","Mêlée","[X]"
"","2837","DAVIES","/joueurs/james-davies-2837.html","James","29","187","93","Pays-de-Galles","3ème ligne","[X]"
"","2838","EARLE","/joueurs/george-earle-2838.html","George","33","197","118","Afrique du sud","2ème ligne","[X]"
"","2840","EVANS","/joueurs/rob-evans-2840.html","Rob","27","186","116","Pays-de-Galles","Pilier","[X]"
"","2843","JONES","/joueurs/wyn-jones-2843.html","Wyn","28","184","114","Pays-de-Galles","Pilier","[X]"
"","2845","LEE","/joueurs/samson-lee-2845.html","Samson","27","180","115","Pays-de-Galles","Pilier","[X]"
"","2846","LEWIS","/joueurs/josh-lewis-2846.html","Josh","28","183","84","Pays-de-Galles","Ouverture","[X]"
"","2848","MYHILL","/joueurs/kirby-myhill-2848.html","Kirby","28","183","103","Pays-de-Galles","Talonneur","[X]"
"","2853","RAWLINS","/joueurs/lewis-rawlins-2853.html","Lewis","29","198","109","Pays-de-Galles","2ème ligne","[X]"
"","2855","SHINGLER","/joueurs/aaron-shingler-2855.html","Aaron","32","196","105","Pays-de-Galles","3ème ligne","[X]"
"","2857","SNYMAN","/joueurs/joe-snyman-2857.html","Joe","33","200","112","Afrique du sud","2ème ligne","[X]"
"","2859","WARREN","/joueurs/adam-warren-2859.html","Adam","29","181","87","Pays-de-Galles","Centre","[X]"
"","2860","WILLIAMS","/joueurs/jordan-williams-2860.html","Jordan","26","173","81","Pays-de-Galles","Ouverture","[X]"
"","2861","VAN DER MERWE","/joueurs/franco-van-der-merwe-2861.html","Franco","37","198","115","Afrique du sud","2ème ligne","[X]"
"","2863","ANDREW","/joueurs/john-andrew-2863.html","John","26","187","99","Irlande","Talonneur","[X]"
"","2866","HEANEY","/joueurs/michael-heaney-2866.html","Michael","29","178","73","Irlande","Mêlée","[X]"
"","2867","HERBST","/joueurs/wiehahn-herbst-2867.html","Wiehahn","31","180","114","Afrique du sud","Pilier","[X]"
"","2869","MCCLOSKEY","/joueurs/stuart-mccloskey-2869.html","Stuart","27","189","104","Irlande","Centre","[X]"
"","2873","O'CONNOR","/joueurs/alan-o-connor-2873.html","Alan","27","197","113","Irlande","2ème ligne","[X]"
"","2874","OLDING","/joueurs/stuart-olding-2874.html","Stuart","27","180","87","Irlande","Centre","[X]"
"","2876","ROSS","/joueurs/clive-ross-2876.html","Clive","30","192","104","Irlande","3ème ligne","[X]"
"","2877","RYAN","/joueurs/dave-ryan-2877.html","Dave","33","183","116","Irlande","Pilier","[X]"
"","2878","SHANAHAN","/joueurs/david-shanahan-2878.html","David","26","176","80","Irlande","Mêlée","[X]"
"","2881","YOUNG","/joueurs/tom-young-2881.html","Tom","27","181","96","Pays-de-Galles","3ème ligne","[X]"
"","2882","STROË","/joueurs/tudor-stroe-2882.html","Tudor","26","184","112","France","Pilier","[X]"
"","2883","DUCUING","/joueurs/nans-ducuing-2883.html","Nans","28","181","90","France","Arrière","[X]"
"","2887","COOPER-WOOLLEY","/joueurs/jake-cooper-woolley-2887.html","Jake","30","190","122","Angleterre","Pilier","[X]"
"","2888","DALY","/joueurs/elliott-daly-2888.html","Elliot","27","184","100","Angleterre","Centre","[X]"
"","2889","DAVIES","/joueurs/bradley-davies-2889.html","Bradley","33","198","122","Pays-de-Galles","2ème ligne","[X]"
"","2892","GASKELL","/joueurs/james-gaskell-2892.html","James","29","199","102","Angleterre","3ème ligne","[X]"
"","2897","HUGHES","/joueurs/nathan-hughes-2897.html","Nathan","28","196","115","Fidji","3ème ligne","[X]"
"","2900","JOHNSON","/joueurs/ashley-johnson-2900.html","Ashley","33","185","117","Afrique du sud","3ème ligne","[X]"
"","2902","LEIUA","/joueurs/alapati-leiua-2902.html","Alapati","31","185","96","Samoa","Centre","[X]"
"","2903","LINDSAY","/joueurs/tom-lindsay-2903.html","Tom","32","188","110","Angleterre","Talonneur","[X]"
"","2904","LOZOWSKI","/joueurs/alex-lozowski-2904.html","Alex","26","184","90","Angleterre","Arrière","[X]"
"","2905","MCINTYRE","/joueurs/simon-mcintyre-2905.html","Simon","29","183","119","Angleterre","Pilier","[X]"
"","2906","MILLER","/joueurs/rob-miller-2906.html","Rob","30","180","87","Angleterre","Ouverture","[X]"
"","2909","SIMPSON","/joueurs/joe-simpson-2909.html","Joe","31","180","86","Angleterre","Mêlée","[X]"
"","2910","SWAINSTON","/joueurs/phil-swainston-2910.html","Phil","30","185","117","Angleterre","Pilier","[X]"
"","2913","THOMPSON","/joueurs/guy-thompson-2913.html","Guy","33","185","102","Angleterre","3ème ligne","[X]"
"","2917","PASQUALI","/joueurs/tiziano-pasquali-2917.html","Tiziano","25","185","118","Italie","Pilier","[X]"
"","2919","ALLEN","/joueurs/cory-allen-2919.html","Cory","27","191","99","Pays-de-Galles","Centre","[X]"
"","2920","ANDREWS","/joueurs/scott-andrews-2920.html","Scott","30","188","119","Pays-de-Galles","Pilier","[X]"
"","2922","COOK","/joueurs/macauley-cook-2922.html","Macauley","28","193","112","Pays-de-Galles","2ème ligne","[X]"
"","2923","DACEY","/joueurs/kristian-dacey-2923.html","Kristian","30","188","110","Pays-de-Galles","Talonneur","[X]"
"","2926","FISH","/joueurs/dan-fish-2926.html","Dan","29","185","86","Pays-de-Galles","Arrière","[X]"
"","2932","JONES","/joueurs/lewis-jones-2932.html","Lewis","27","173","73","Pays-de-Galles","Mêlée","[X]"
"","2933","KNOYLE","/joueurs/tavis-knoyle-2933.html","Tavis","29","185","91","Pays-de-Galles","Mêlée","[X]"
"","2935","NAVIDI","/joueurs/josh-navidi-2935.html","Josh","29","185","105","Pays-de-Galles","3ème ligne","[X]"
"","2936","PATCHELL","/joueurs/rhys-patchell-2936.html","Rhys","26","191","92","Pays-de-Galles","Ouverture","[X]"
"","2937","PAULO","/joueurs/filo-paulo-2937.html","Filo","32","201","122","Samoa","2ème ligne","[X]"
"","2941","TURNBULL","/joueurs/josh-turnbull-2941.html","Josh","32","193","111","Pays-de-Galles","3ème ligne","[X]"
"","2945","WILLIAMS","/joueurs/lloyd-williams-2945.html","Lloyd","30","183","87","Pays-de-Galles","Mêlée","[X]"
"","2947","WILLIAMS","/joueurs/tomos-williams-2947.html","Tomos","25","178","77","Pays-de-Galles","Mêlée","[X]"
"","2964","JANTJIES","/joueurs/eugene-jantjies-2964.html","Eugene","33","179","87","Namibie","Ouverture","[X]"
"","2971","NEAGU","/joueurs/robert-neagu-2971.html","Robert","28","186","86","Roumanie","Arrière","[X]"
"","2974","PRISTAVITA","/joueurs/constantin-pristavita-2974.html","Constantin","26","190","108","Roumanie","Pilier","[X]"
"","2980","SURUGIU","/joueurs/florin-surugiu-2980.html","Florin","35","169","71","Roumanie","Mêlée","[X]"
"","2984","VAN HEERDEN","/joueurs/johan-van-heerden-2984.html","Johan","33","196","118","Afrique du sud","2ème ligne","[X]"
"","2986","VLAICU","/joueurs/florin-vlaicu-2986.html","Florin","33","186","102","Roumanie","Centre","[X]"
"","2987","ADEOLOKUN","/joueurs/niyi-adeolokun-2987.html","Niyi","29","183","85","Nigéria","Ailier","[X]"
"","2989","BEALHAM","/joueurs/finlay-bealham-2989.html","Finlay","28","185","110","Irlande","Pilier","[X]"
"","2990","BLADE","/joueurs/caolin-blade-2990.html","Caolin","25","174","77","Irlande","Mêlée","[X]"
"","2992","BUCKLEY","/joueurs/denis-buckley-2992.html","Denis","29","178","109","Irlande","Pilier","[X]"
"","2994","CARTY","/joueurs/jack-carty-2994.html","Jack","27","181","92","Irlande","Ouverture","[X]"
"","2997","DELAHUNT","/joueurs/shane-delahunt-2997.html","Shane","26","186","106","Irlande","Talonneur","[X]"
"","3002","HEALY","/joueurs/matt-healy-3002.html","Matt","31","183","92","Irlande","Ailier","[X]"
"","3003","HEFFERNAN","/joueurs/david-heffernan-3003.html","David","29","185","107","Irlande","Talonneur","[X]"
"","3004","HENSHAW","/joueurs/robbie-henshaw-3004.html","Robbie","26","191","103","Irlande","Centre","[X]"
"","3005","KEARNEY","/joueurs/mick-kearney-3005.html","Mick","29","195","116","Irlande","2ème ligne","[X]"
"","3007","LEADER","/joueurs/darragh-leader-3007.html","Darragh","26","185","97","Irlande","Arrière","[X]"
"","3009","MARMION","/joueurs/kieran-marmion-3009.html","Kieran","28","182","84","Irlande","Mêlée","[X]"
"","3010","MCKEON","/joueurs/eoin-mckeon-3010.html","Eoin","28","188","107","Irlande","3ème ligne","[X]"
"","3013","MULDOWNEY","/joueurs/ally-muldowney-3013.html","Aly","36","196","117","Ecosse","2ème ligne","[X]"
"","3016","O'HALLORAN","/joueurs/tiernan-o-halloran-3016.html","Tiernan","29","188","95","Irlande","Ailier","[X]"
"","3021","ROUX","/joueurs/quinn-roux-3021.html","Quinn","29","196","122","Afrique du sud","2ème ligne","[X]"
"","3025","ATKINS","/joueurs/ollie-atkins-3025.html","Ollie","31","200","117","Ecosse","2ème ligne","[X]"
"","3026","BEARD","/joueurs/sam-beard-3026.html","Sam","29","183","93","Nouvelle-Zélande","Centre","[X]"
"","3027","BERGHAN","/joueurs/simon-berghan-3027.html","Simon","29","193","126","Nouvelle-Zélande","Pilier","[X]"
"","3029","BRESLER","/joueurs/anton-bresler-3029.html","Anton","32","200","114","Namibie","2ème ligne","[X]"
"","3034","DELL","/joueurs/allan-dell-3034.html","Allan","28","185","112","Afrique du sud","Pilier","[X]"
"","3036","DU PREEZ","/joueurs/cornell-du-preez-3036.html","Cornell","29","192","108","Afrique du sud","3ème ligne","[X]"
"","3037","GILCHRIST","/joueurs/grant-gilchrist-3037.html","Grant","29","202","120","Ecosse","2ème ligne","[X]"
"","3042","HIDALGO-CLYNE","/joueurs/sam-hidalgo-clyne-3042.html","Sam","26","175","76","Ecosse","Mêlée","[X]"
"","3043","HILTERBRAND","/joueurs/james-hilterbrand-3043.html","James","30","184","114","Australie","Talonneur","[X]"
"","3046","MCINALLY","/joueurs/stuart-mcinally-3046.html","Stuart","29","190","105","Ecosse","Talonneur","[X]"
"","3047","MCKENZIE","/joueurs/fraser-mckenzie-3047.html","Fraser","32","198","119","Ecosse","2ème ligne","[X]"
"","3049","NEL","/joueurs/wp-nel-3049.html","Wp","33","182","120","Afrique du sud","Pilier","[X]"
"","3051","SUTHERLAND","/joueurs/rory-sutherland-3051.html","Rory","27","183","110","Ecosse","Pilier","[X]"
"","3053","TOOLIS","/joueurs/ben-toolis-3053.html","Ben","28","202","115","Australie","2ème ligne","[X]"
"","3055","WATSON","/joueurs/hamish-watson-3055.html","Hamish","28","185","98","Ecosse","3ème ligne","[X]"
"","3056","ARMAND","/joueurs/don-armand-3056.html","Don","31","191","110","Afrique du sud","2ème ligne","[X]"
"","3058","BATEMAN","/joueurs/greg-bateman-3058.html","Greg","30","178","114","Angleterre","Talonneur","[X]"
"","3060","BROWN","/joueurs/alex-brown-3060.html","Alex","30","185","118","Angleterre","Pilier","[X]"
"","3062","CHUDLEY","/joueurs/will-chudley-3062.html","Will","32","175","80","Angleterre","Mêlée","[X]"
"","3063","COWAN-DICKIE","/joueurs/luke-cowan-dickie-3063.html","Luke","26","184","112","Angleterre","Talonneur","[X]"
"","3064","DOLLMAN","/joueurs/phil-dollman-3064.html","Phil","34","183","92","Pays-de-Galles","Centre","[X]"
"","3065","EWERS","/joueurs/dave-ewers-3065.html","Dave","29","193","115","Angleterre","3ème ligne","[X]"
"","3066","FRANCIS","/joueurs/tom-francis-3066.html","Tomas","27","186","135","Angleterre","Pilier","[X]"
"","3067","HILL","/joueurs/sam-hill-3067.html","Sam","26","184","98","Angleterre","Centre","[X]"
"","3070","JAMES","/joueurs/tom-james-3070.html","Tom","32","183","99","Pays-de-Galles","Ailier","[X]"
"","3072","LEES","/joueurs/mitch-lees-3072.html","Mitch","31","196","120","Australie","2ème ligne","[X]"
"","3074","MOON","/joueurs/ben-moon-3074.html","Ben","30","181","110","Angleterre","Pilier","[X]"
"","3078","SLADE","/joueurs/henry-slade-3078.html","Henry","27","188","87","Angleterre","Ouverture","[X]"
"","3079","STEENSON","/joueurs/gareth-steenson-3079.html","Gareth","36","178","87","Irlande","Ouverture","[X]"
"","3081","TAIONE","/joueurs/elvis-taione-3081.html","Elvis","36","180","112","Tonga","Talonneur","[X]"
"","3083","TOWNSEND","/joueurs/stu-townsend-3083.html","Stu","24","175","86","Angleterre","Mêlée","[X]"
"","3084","VAINIKOLO","/joueurs/fetu-u-vainikolo-3084.html","Fetu'u","35","182","105","Tonga","Ailier","[X]"
"","3088","WHITTEN","/joueurs/ian-whitten-3088.html","Ian","32","186","102","Irlande","Centre","[X]"
"","3089","YEANDLE","/joueurs/jack-yeandle-3089.html","Jack","30","185","114","Angleterre","Talonneur","[X]"
"","3102","GAJION","/joueurs/gheorghe-gajion-3102.html","Gheorghe","27","187","124","Moldavie","Pilier","[X]"
"","3114","QUAGLIO","/joueurs/nicola-quaglio-3114.html","Nicola","29","185","120","Italie","Pilier","[X]"
"","3121","ATKINSON","/joueurs/mark-atkinson-3121.html","Mark","30","196","102","Angleterre","Centre","[X]"
"","3122","BRALEY","/joueurs/callum-braley-3122.html","Callum","26","178","82","Angleterre","Mêlée","[X]"
"","3123","BURNS","/joueurs/billy-burns-3123.html","Billy","25","180","78","Angleterre","Ouverture","[X]"
"","3126","EVANS","/joueurs/gareth-evans-3126.html","Gareth","28","190","109","Angleterre","3ème ligne","[X]"
"","3127","GALARZA","/joueurs/mariano-galarza-3127.html","Mariano","33","202","114","Argentine","2ème ligne","[X]"
"","3131","KALAMAFONI","/joueurs/sione-kalafamoni-3131.html","Sione","31","196","118","Tonga","3ème ligne","[X]"
"","3132","KNIGHT","/joueurs/shaun-knight-3132.html","Shaun","30","183","117","Angleterre","Pilier","[X]"
"","3133","KVESIC","/joueurs/matt-kvesic-3133.html","Matt","27","188","104","Angleterre","3ème ligne","[X]"
"","3136","MEAKES","/joueurs/bill-meakes-3136.html","Bill","29","187","100","Australie","Centre","[X]"
"","3138","MORIARTY","/joueurs/ross-moriarty-3138.html","Ross","25","188","103","Angleterre","3ème ligne","[X]"
"","3141","PUAFISI","/joueurs/sila-puafisi-3141.html","Sila","31","183","128","Tonga","Pilier","[X]"
"","3142","PURDY","/joueurs/henry-purdy-3142.html","Henry","25","185","93","Angleterre","Centre","[X]"
"","3143","ROBSON","/joueurs/dan-robson-3143.html","Dan","28","170","80","Angleterre","Mêlée","[X]"
"","3146","SHARPLES","/joueurs/charlie-sharples-3146.html","Charlie","30","183","89","Angleterre","Ailier","[X]"
"","3147","STOOKE","/joueurs/elliot-stooke-3147.html","Elliot","26","198","114","Angleterre","2ème ligne","[X]"
"","3148","THOMAS","/joueurs/daniel-thomas-3148.html","Daniel","26","183","95","Pays-de-Galles","3ème ligne","[X]"
"","3149","THOMAS","/joueurs/yann-thomas-3149.html","Yann","29","188","120","Angleterre","Pilier","[X]"
"","3153","AULIKA","/joueurs/halani-aulika-3153.html","Halani","36","185","133","Tonga","Pilier","[X]"
"","3154","COWAN","/joueurs/blair-cowan-3154.html","Blair","33","188","104","Ecosse","3ème ligne","[X]"
"","3159","FOWLIE","/joueurs/tom-fowlie-3159.html","Tom","24","185","102","Angleterre","Centre","[X]"
"","3161","GILSENAN","/joueurs/conor-gilsenan-3161.html","Conor","27","188","98","Irlande","3ème ligne","[X]"
"","3164","HAGAN","/joueurs/jamie-hagan-3164.html","Jamie","32","191","126","Irlande","Pilier","[X]"
"","3165","HALAVATAU","/joueurs/leo-halavatau-3165.html","Leo","36","180","123","Tonga","Pilier","[X]"
"","3167","HOMER","/joueurs/tom-homer-3167.html","Tom","30","178","91","Angleterre","Arrière","[X]"
"","3168","LEWINGTON","/joueurs/alex-lewington-3168.html","Alex","28","180","96","Angleterre","Ailier","[X]"
"","3178","SHORT","/joueurs/james-short-3178.html","James","30","182","92","Angleterre","Ailier","[X]"
"","3181","STEELE","/joueurs/scott-steele-3181.html","Scott","26","175","83","Ecosse","Mêlée","[X]"
"","3182","STEVENS","/joueurs/jimmy-stevens-3182.html","Jimmy","29","183","101","Angleterre","Talonneur","[X]"
"","3202","MCCAFFREY","/joueurs/lachlan-mccaffrey-3202.html","Lachlan","30","194","108","Australie","3ème ligne","[X]"
"","3203","MCNALLY","/joueurs/josh-mcnally-3203.html","Josh","29","201","125","Angleterre","2ème ligne","[X]"
"","3215","VELLA","/joueurs/nathan-vella-3215.html","Nathan","30","186","105","Nouvelle-Zélande","Talonneur","[X]"
"","3219","BROOKES","/joueurs/kieran-brookes-3219.html","Kieran","29","188","124","Angleterre","Pilier","[X]"
"","3225","FRY","/joueurs/eric-fry-3225.html","Eric","32","193","119","Etats-Unis","Pilier","[X]"
"","3227","GREEN","/joueurs/calum-green-3227.html","Calum","29","193","116","Angleterre","2ème ligne","[X]"
"","3228","HAMMERSLEY","/joueurs/simon-hammersley-3228.html","Simon","27","190","93","Angleterre","Arrière","[X]"
"","3229","HARRIS","/joueurs/chris-harris-3229.html","Chris","29","190","101","Angleterre","Centre","[X]"
"","3230","KIBIRIGE","/joueurs/zach-kibirige-3230.html","Zach","25","183","89","Angleterre","Ailier","[X]"
"","3233","MORRIS","/joueurs/ben-morris-3233.html","Ben","28","191","108","Angleterre","3ème ligne","[X]"
"","3235","PENNY","/joueurs/tom-penny-3235.html","Tom","25","180","82","Angleterre","Centre","[X]"
"","3242","TAIT","/joueurs/alex-tait-3242.html","Alex","32","184","94","Angleterre","Arrière","[X]"
"","3249","WILSON","/joueurs/mark-wilson-3249.html","Mark","30","188","107","Angleterre","3ème ligne","[X]"
"","3251","WITTY","/joueurs/will-witty-3251.html","Will","25","198","117","Angleterre","2ème ligne","[X]"
"","3253","AMOS","/joueurs/hallam-amos-3253.html","Hallam","25","186","96","Pays-de-Galles","Arrière","[X]"
"","3254","BENJAMIN","/joueurs/james-benjamin-3254.html","James","26","183","100","Pays-de-Galles","3ème ligne","[X]"
"","3257","DEE","/joueurs/elliot-dee-3257.html","Elliot","26","182","104","Pays-de-Galles","Talonneur","[X]"
"","3258","EVANS","/joueurs/jonathan-evans-3258.html","Jonathan","27","183","88","Pays-de-Galles","Mêlée","[X]"
"","3260","FAIRBROTHER","/joueurs/lloyd-fairbrother-3260.html","Lloyd","28","175","120","Angleterre","Pilier","[X]"
"","3262","HEWITT","/joueurs/ashton-hewitt-3262.html","Ashton","25","180","79","Pays-de-Galles","Ailier","[X]"
"","3263","HILL","/joueurs/cory-hill-3263.html","Cory","28","195","111","Pays-de-Galles","2ème ligne","[X]"
"","3264","JONES","/joueurs/dorian-jones-3264.html","Dorian","27","175","88","Pays-de-Galles","Ouverture","[X]"
"","3267","LANDMAN","/joueurs/rynard-landman-3267.html","Rynard","33","196","114","Afrique du sud","2ème ligne","[X]"
"","3269","MORGAN","/joueurs/tyler-morgan-3269.html","Tyler","24","186","98","Pays-de-Galles","Centre","[X]"
"","3270","O'BRIEN","/joueurs/angus-o-brien-3270.html","Angus","25","180","83","Pays-de-Galles","Ouverture","[X]"
"","3273","PRICE","/joueurs/phil-price-3273.html","Phil","31","185","112","Pays-de-Galles","Pilier","[X]"
"","3276","SCREECH","/joueurs/matthew-screech-3276.html","Matthew","27","195","106","Pays-de-Galles","2ème ligne","[X]"
"","3279","TOVEY","/joueurs/jason-tovey-3279.html","Jason","30","180","85","Pays-de-Galles","Ouverture","[X]"
"","3286","BISEGNI","/joueurs/giulio-bisegni-3286.html","Giulio","27","180","88","Italie","Centre","[X]"
"","3292","FABIANI","/joueurs/oliviero-fabiani-3292.html","Oliviero","29","180","98","Italie","Talonneur","[X]"
"","3293","FERREIRA","/joueurs/andries-ferreira-3293.html","Andries","30","197","122","Afrique du sud","2ème ligne","[X]"
"","3296","LOVOTTI","/joueurs/andrea-lovotti-3296.html","Andrea","30","183","111","Italie","Pilier","[X]"
"","3299","PADOVANI","/joueurs/edoardo-padovani-3299.html","Edoardo","26","189","90","Italie","Arrière","[X]"
"","3300","PALAZZANI","/joueurs/gullo-palazzani-3300.html","Gullo","28","173","85","Italie","Mêlée","[X]"
"","3306","VENDITTI","/joueurs/giambattista-venditti-3306.html","Giambattista","30","187","110","Italie","Centre","[X]"
"","3308","VUNISA","/joueurs/samu-vunisa-3308.html","Samu","31","189","115","Fidji","3ème ligne","[X]"
"","3309","MCALLISTER","/joueurs/paddy-mcallister-3309.html","Paddy","30","184","120","Irlande","Talonneur","[X]"
"","3312","WILLEMSE","/joueurs/paul-willemse-3312.html","Paul","27","201","126","Afrique du sud","2ème ligne","[X]"
"","3313","LUCAS","/joueurs/ben-lucas-3313.html","Ben","32","178","85","Australie","Ouverture","[X]"
"","3314","VERNET","/joueurs/thomas-vernet-3314.html","Thomas","25","187","126","France","Pilier","[X]"
"","3315","SAVEA","/joueurs/kevin-savea-3315.html","Kévin","25","180","104","France","Talonneur","[X]"
"","3316","GARCIA BOTTA","/joueurs/santiago-garcia-botta-3316.html","Santiago","27","183","109","Argentine","Pilier","[X]"
"","3317","BORDEWIE","/joueurs/francois-joseph-bordewie-3317.html","François-Joseph","26","188","120","France","Pilier","[X]"
